3,1
4,1
6,1
8,2
9,5
10,5
11,5
12,6
13,10
14,12
15,10
16,14
17,11
18,13
19,19
20,16
21,20
22,28
23,34
24,40
25,42
26,45
27,59
28,48
29,54
30,76
31,73
32,71
33,102
34,97
35,101
36,92
37,111
38,130
39,131
40,137
41,140
42,177
43,172
44,178
45,210
46,229
47,217
48,224
49,227
50,224
51,254
52,268
53,267
54,287
55,297
56,321
57,329
58,325
59,288
60,287
61,317
62,326
63,327
64,325
65,324
66,346
67,347
68,294
69,340
70,320
71,335
72,334
73,323
74,321
75,298
76,299
77,319
78,268
79,275
80,298
81,291
82,306
83,281
84,289
85,275
86,259
87,278
88,267
89,246
90,242
91,252
92,247
93,263
94,228
95,238
96,230
97,243
98,225
99,226
100,207
101,187
102,194
103,181
104,168
105,158
106,143
107,118
108,134
109,131
110,100
111,90
112,75
113,61
114,63
115,47
116,41
117,31
118,22
119,25
120,15
121,13
122,5
123,10
124,7
125,2
126,2
127,4
