247,1
252,1
253,1
259,1
260,1
262,1
263,1
264,2
265,2
266,1
267,4
268,3
269,3
270,5
271,2
272,8
273,3
274,6
275,2
276,8
277,7
278,11
279,8
280,20
281,16
282,19
283,20
284,32
285,25
286,28
287,32
288,28
289,35
290,41
291,38
292,62
293,48
294,62
295,59
296,62
297,63
298,70
299,81
300,85
301,96
302,100
303,109
304,103
305,117
306,128
307,139
308,140
309,152
310,185
311,157
312,165
313,195
314,182
315,247
316,183
317,233
318,221
319,240
320,235
321,284
322,272
323,300
324,282
325,294
326,304
327,327
328,328
329,340
330,345
331,318
332,341
333,363
334,320
335,336
336,351
337,321
338,375
339,369
340,367
341,351
342,366
343,332
344,320
345,350
346,345
347,324
348,326
349,298
350,329
351,288
352,290
353,283
354,273
355,269
356,278
357,258
358,265
359,233
360,265
361,215
362,188
363,165
364,215
365,147
366,167
367,171
368,135
369,144
370,131
371,123
372,108
373,110
374,85
375,90
376,97
377,75
378,70
379,68
380,56
381,46
382,45
383,39
384,44
385,40
386,39
387,35
388,25
389,27
390,26
391,16
392,19
393,16
394,16
395,12
396,14
397,5
398,8
399,5
400,7
401,4
402,8
403,3
404,4
405,1
406,5
407,2
408,2
409,1
410,3
413,1
416,1
417,1
418,1
419,1
423,1
424,1
