29,1
31,1
35,1
36,1
37,1
40,1
41,1
44,1
45,3
46,3
47,2
48,3
49,5
50,2
51,2
52,3
54,5
55,5
56,10
57,7
58,4
59,13
60,11
61,9
62,11
63,10
64,13
65,14
66,16
67,13
68,21
69,20
70,28
71,28
72,32
73,35
74,34
75,29
76,37
77,40
78,34
79,61
80,60
81,54
82,54
83,57
84,74
85,65
86,60
87,74
88,91
89,102
90,98
91,97
92,102
93,109
94,127
95,134
96,132
97,136
98,155
99,162
100,155
101,158
102,184
103,190
104,191
105,212
106,199
107,212
108,212
109,220
110,200
111,257
112,241
113,265
114,253
115,276
116,274
117,313
118,325
119,301
120,307
121,270
122,316
123,344
124,329
125,332
126,320
127,313
128,323
129,353
130,363
131,368
132,336
133,340
134,322
135,315
136,336
137,316
138,327
139,327
140,331
141,298
142,267
143,294
144,309
145,270
146,265
147,235
148,263
149,267
150,241
151,209
152,238
153,192
154,207
155,164
156,173
157,164
158,158
159,156
160,137
161,122
162,114
163,118
164,101
165,93
166,100
167,73
168,71
169,51
170,76
171,65
172,61
173,46
174,40
175,34
176,33
177,33
178,25
179,21
180,29
181,17
182,21
183,13
184,6
185,14
186,11
187,11
188,10
189,9
190,6
191,4
192,2
193,7
194,4
195,2
196,3
197,1
200,1
201,1
205,2
207,1
