21,1
22,3
23,3
24,3
25,5
26,4
27,7
28,7
29,10
30,8
31,4
32,10
33,4
34,10
35,20
36,13
37,11
38,14
39,26
40,30
41,19
42,28
43,22
44,26
45,27
46,47
47,34
48,46
49,28
50,47
51,48
52,70
53,52
54,74
55,61
56,77
57,62
58,80
59,80
60,93
61,103
62,95
63,117
64,102
65,117
66,113
67,139
68,132
69,166
70,167
71,142
72,168
73,173
74,160
75,182
76,189
77,180
78,182
79,201
80,209
81,234
82,215
83,229
84,261
85,246
86,251
87,260
88,272
89,276
90,293
91,306
92,275
93,316
94,341
95,344
96,321
97,320
98,309
99,375
100,320
101,337
102,331
103,310
104,331
105,339
106,325
107,315
108,310
109,326
110,312
111,310
112,319
113,320
114,305
115,299
116,282
117,268
118,296
119,255
120,249
121,231
122,215
123,239
124,203
125,194
126,172
127,213
128,196
129,178
130,150
131,161
132,141
133,162
134,124
135,107
136,110
137,107
138,84
139,102
140,80
141,66
142,52
143,79
144,62
145,58
146,41
147,44
148,36
149,29
150,37
151,24
152,26
153,26
154,19
155,16
156,8
157,6
158,6
159,6
160,8
161,6
162,5
163,2
164,5
165,1
166,3
168,1
169,1
170,1
174,1
176,1
