141,1
149,1
151,1
154,1
156,1
157,1
159,1
163,1
166,2
167,2
169,1
170,2
171,2
172,3
173,4
174,5
175,5
176,2
177,7
178,5
179,11
180,10
181,8
182,14
183,22
184,13
185,15
186,28
187,23
188,20
189,26
190,27
191,35
192,30
193,27
194,50
195,46
196,43
197,60
198,52
199,55
200,72
201,81
202,89
203,82
204,89
205,105
206,106
207,112
208,129
209,129
210,149
211,155
212,172
213,147
214,180
215,190
216,206
217,189
218,199
219,241
220,284
221,254
222,284
223,269
224,256
225,300
226,278
227,286
228,320
229,318
230,342
231,334
232,365
233,323
234,356
235,330
236,371
237,361
238,369
239,368
240,363
241,388
242,355
243,346
244,365
245,351
246,372
247,375
248,368
249,359
250,335
251,343
252,298
253,322
254,285
255,320
256,297
257,280
258,232
259,254
260,260
261,225
262,210
263,238
264,225
265,177
266,187
267,167
268,142
269,153
270,131
271,141
272,120
273,109
274,100
275,107
276,92
277,74
278,62
279,82
280,76
281,55
282,43
283,31
284,41
285,37
286,26
287,28
288,28
289,25
290,22
291,12
292,15
293,15
294,8
295,9
296,12
297,6
298,4
299,8
300,2
301,4
302,3
303,7
304,1
305,2
306,2
307,6
311,2
312,1
314,1
316,1
319,1
320,1
321,1
