204,1
205,1
207,1
208,1
210,2
211,3
212,1
213,2
215,2
216,7
217,3
218,3
219,4
220,4
221,3
222,8
223,8
224,10
225,8
226,9
227,10
228,9
229,8
230,12
231,13
232,12
233,18
234,26
235,26
236,20
237,30
238,21
239,37
240,45
241,41
242,37
243,48
244,49
245,44
246,36
247,56
248,68
249,76
250,78
251,89
252,93
253,94
254,107
255,104
256,113
257,132
258,142
259,174
260,167
261,167
262,169
263,164
264,172
265,188
266,192
267,200
268,216
269,233
270,240
271,265
272,246
273,266
274,261
275,308
276,295
277,277
278,314
279,309
280,314
281,334
282,312
283,370
284,383
285,353
286,325
287,370
288,345
289,420
290,367
291,397
292,312
293,333
294,356
295,368
296,348
297,367
298,324
299,342
300,282
301,296
302,306
303,294
304,293
305,272
306,303
307,286
308,252
309,252
310,205
311,231
312,231
313,188
314,194
315,184
316,150
317,175
318,150
319,146
320,134
321,139
322,120
323,101
324,114
325,118
326,81
327,80
328,74
329,65
330,61
331,65
332,54
333,59
334,42
335,39
336,32
337,24
338,28
339,37
340,21
341,23
342,16
343,18
344,16
345,21
346,12
347,14
348,8
349,5
350,6
351,6
352,5
353,3
354,2
355,7
356,3
357,2
358,4
359,3
360,2
361,1
362,1
363,1
365,3
376,1
