0,4
1,21
2,27
3,38
4,46
5,72
6,72
7,111
8,116
9,122
10,132
11,129
12,157
13,137
14,130
15,156
16,159
17,180
18,187
19,187
20,179
21,201
22,181
23,172
24,194
25,237
26,240
27,236
28,218
29,236
30,231
31,291
32,267
33,255
34,284
35,266
36,307
37,266
38,312
39,277
40,308
41,319
42,290
43,294
44,281
45,251
46,277
47,284
48,298
49,259
50,275
51,263
52,262
53,284
54,276
55,366
56,288
57,320
58,299
59,263
60,269
61,244
62,237
63,241
64,205
65,239
66,195
67,232
68,260
69,217
70,227
71,214
72,243
73,200
74,197
75,239
76,233
77,225
78,200
79,224
80,224
81,217
82,225
83,204
84,222
85,214
86,206
87,219
88,116
89,151
90,99
91,111
92,88
93,82
94,60
95,49
96,38
97,35
98,26
99,28
100,22
101,8
102,15
103,7
104,2
