313,1
316,1
320,1
321,1
322,4
323,4
325,1
327,6
328,3
329,1
330,5
331,4
332,6
333,2
334,8
335,7
336,7
337,10
338,9
339,12
340,9
341,12
342,12
343,20
344,18
345,23
346,18
347,16
348,29
349,23
350,41
351,41
352,34
353,39
354,52
355,48
356,65
357,56
358,58
359,78
360,82
361,111
362,99
363,104
364,120
365,121
366,118
367,145
368,135
369,134
370,170
371,181
372,185
373,214
374,192
375,233
376,197
377,229
378,214
379,255
380,275
381,245
382,239
383,257
384,297
385,299
386,299
387,310
388,319
389,318
390,349
391,330
392,362
393,323
394,322
395,355
396,355
397,362
398,405
399,364
400,341
401,376
402,357
403,363
404,375
405,316
406,331
407,329
408,299
409,333
410,338
411,290
412,308
413,294
414,265
415,259
416,281
417,280
418,242
419,256
420,245
421,238
422,209
423,206
424,176
425,155
426,150
427,158
428,129
429,138
430,170
431,127
432,128
433,97
434,96
435,96
436,72
437,80
438,67
439,60
440,67
441,44
442,59
443,46
444,42
445,36
446,25
447,31
448,18
449,23
450,23
451,23
452,15
453,8
454,12
455,10
456,13
457,8
458,5
459,5
460,5
461,6
462,2
463,7
464,5
465,7
466,3
467,1
468,2
469,4
470,1
471,1
473,1
474,2
