89,1
96,1
97,1
99,1
100,1
101,1
102,1
103,2
104,2
105,4
106,4
107,6
108,3
109,2
110,9
111,7
112,4
113,6
114,6
115,6
116,4
117,7
118,13
119,11
120,13
121,8
122,12
123,13
124,14
125,17
126,26
127,23
128,30
129,39
130,49
131,31
132,47
133,41
134,44
135,55
136,62
137,55
138,70
139,57
140,74
141,61
142,80
143,102
144,106
145,122
146,112
147,124
148,131
149,129
150,128
151,149
152,166
153,181
154,148
155,189
156,177
157,199
158,218
159,190
160,213
161,245
162,242
163,249
164,250
165,251
166,300
167,296
168,315
169,291
170,298
171,313
172,330
173,347
174,336
175,347
176,327
177,346
178,341
179,378
180,374
181,324
182,352
183,344
184,304
185,339
186,349
187,339
188,344
189,361
190,316
191,319
192,338
193,293
194,308
195,296
196,301
197,262
198,285
199,283
200,234
201,232
202,212
203,213
204,244
205,213
206,189
207,176
208,168
209,165
210,172
211,152
212,135
213,130
214,134
215,128
216,90
217,86
218,88
219,73
220,80
221,78
222,46
223,50
224,54
225,36
226,41
227,34
228,44
229,44
230,21
231,27
232,24
233,21
234,24
235,12
236,13
237,5
238,8
239,11
240,5
241,4
242,9
243,9
244,4
245,4
246,1
247,4
248,2
249,1
250,2
251,1
252,1
254,1
255,1
264,1
265,1
