2,2
3,4
4,1
5,6
6,6
7,12
8,9
9,14
10,9
11,20
12,16
13,23
14,19
15,20
16,27
17,26
18,39
19,25
20,31
21,40
22,27
23,37
24,28
25,33
26,40
27,46
28,33
29,56
30,53
31,39
32,40
33,55
34,58
35,74
36,64
37,55
38,63
39,69
40,77
41,97
42,80
43,82
44,97
45,87
46,99
47,112
48,125
49,125
50,102
51,109
52,113
53,119
54,116
55,143
56,138
57,141
58,147
59,165
60,149
61,162
62,155
63,191
64,168
65,164
66,173
67,178
68,193
69,185
70,208
71,214
72,216
73,210
74,229
75,221
76,239
77,251
78,243
79,263
80,247
81,278
82,264
83,256
84,273
85,323
86,291
87,294
88,294
89,305
90,329
91,321
92,326
93,316
94,306
95,346
96,280
97,324
98,312
99,297
100,284
101,277
102,277
103,261
104,254
105,257
106,231
107,246
108,239
109,212
110,203
111,220
112,193
113,210
114,235
115,190
116,173
117,167
118,175
119,153
120,145
121,157
122,138
123,126
124,139
125,108
126,109
127,104
128,105
129,95
130,103
131,81
132,71
133,57
134,65
135,54
136,62
137,38
138,33
139,32
140,33
141,28
142,27
143,24
144,23
145,17
146,13
147,17
148,11
149,13
150,5
151,4
152,5
153,5
154,1
155,4
156,1
157,1
159,1
