38,1
40,1
42,1
44,1
45,1
46,1
47,2
48,2
49,1
50,4
51,1
53,5
54,3
55,4
56,5
57,7
58,7
59,12
60,8
61,12
62,7
63,10
64,16
65,20
66,16
67,15
68,13
69,19
70,17
71,27
72,30
73,30
74,35
75,33
76,32
77,43
78,55
79,54
80,36
81,51
82,79
83,71
84,65
85,66
86,81
87,89
88,84
89,91
90,103
91,94
92,100
93,115
94,126
95,139
96,145
97,141
98,163
99,180
100,176
101,174
102,190
103,204
104,235
105,212
106,218
107,244
108,238
109,257
110,264
111,246
112,263
113,240
114,286
115,305
116,292
117,284
118,311
119,343
120,349
121,318
122,355
123,324
124,328
125,358
126,356
127,335
128,348
129,356
130,325
131,369
132,335
133,336
134,339
135,300
136,307
137,344
138,285
139,308
140,318
141,301
142,291
143,296
144,286
145,266
146,257
147,238
148,233
149,227
150,234
151,200
152,199
153,174
154,204
155,175
156,153
157,132
158,144
159,120
160,130
161,113
162,105
163,105
164,88
165,86
166,78
167,81
168,59
169,53
170,63
171,42
172,39
173,32
174,32
175,29
176,23
177,20
178,27
179,17
180,14
181,17
182,9
183,10
184,6
185,8
186,7
187,7
188,4
189,3
190,4
191,4
192,2
193,2
194,1
196,1
201,1
202,2
