223,1
224,1
230,1
232,1
235,2
236,1
237,1
239,1
240,2
241,2
242,1
243,3
244,1
245,2
246,2
247,2
248,2
249,1
250,4
251,3
252,2
253,8
254,10
255,10
256,9
257,9
258,8
259,7
260,10
261,12
262,16
263,9
264,13
265,15
266,18
267,28
268,22
269,32
270,30
271,38
272,32
273,47
274,47
275,54
276,61
277,58
278,69
279,65
280,83
281,84
282,80
283,84
284,95
285,102
286,112
287,121
288,131
289,122
290,121
291,150
292,158
293,179
294,164
295,171
296,178
297,185
298,187
299,190
300,220
301,230
302,258
303,250
304,271
305,249
306,278
307,274
308,298
309,323
310,310
311,294
312,346
313,321
314,314
315,322
316,310
317,339
318,358
319,323
320,391
321,315
322,342
323,322
324,340
325,341
326,367
327,342
328,338
329,319
330,328
331,305
332,332
333,284
334,323
335,311
336,280
337,287
338,275
339,273
340,276
341,253
342,232
343,224
344,225
345,209
346,193
347,186
348,205
349,182
350,142
351,132
352,142
353,133
354,126
355,100
356,110
357,100
358,91
359,105
360,86
361,80
362,84
363,59
364,73
365,58
366,47
367,40
368,46
369,35
370,28
371,27
372,18
373,21
374,18
375,20
376,13
377,13
378,15
379,9
380,10
381,12
382,5
383,8
384,6
385,6
386,3
387,6
388,2
389,4
390,1
392,2
393,1
395,1
396,1
400,1
401,1
